Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
TankLearning,0.575,287.537,4.547,4128,nan
TankLearning,0.304,290.371,2.486,2272,7.681
TankLearning,0.569,295.508,4.497,4128,nan
TankLearning,0.304,298.345,2.493,2272,7.807
TankLearning,0.567,303.460,4.464,4128,nan
TankLearning,0.303,306.311,2.508,2272,7.756
TankLearning,0.568,311.476,4.520,4128,nan
TankLearning,0.308,314.300,2.472,2272,7.758
TankLearning,0.573,319.470,4.522,4128,nan
TankLearning,0.304,322.310,2.497,2272,7.686
TankLearning,0.571,327.485,4.532,4128,nan
TankLearning,0.305,330.324,2.488,2272,7.793
TankLearning,0.571,335.494,4.529,4128,nan
TankLearning,0.304,338.332,2.491,2272,7.677
TankLearning,0.591,343.624,4.621,4128,nan
TankLearning,0.306,346.484,2.514,2272,7.556
TankLearning,0.582,351.683,4.546,4128,nan
TankLearning,0.305,354.539,2.504,2272,7.628
TankLearning,0.568,359.731,4.558,4128,nan
TankLearning,0.302,362.582,2.519,2272,7.693
TankLearning,0.578,367.828,4.589,4128,nan
TankLearning,0.305,370.712,2.542,2272,7.685
TankLearning,0.567,375.936,4.587,4128,nan
TankLearning,0.301,378.795,2.513,2272,7.368
TankLearning,0.567,384.044,4.610,4128,nan
TankLearning,0.303,386.902,2.519,2272,7.742
TankLearning,0.572,392.137,4.594,4128,nan
TankLearning,0.304,395.025,2.543,2272,7.615
TankLearning,0.572,400.285,4.618,4128,nan
TankLearning,0.307,403.180,2.555,2272,7.599
TankLearning,0.572,408.432,4.597,4128,nan
TankLearning,0.304,411.316,2.534,2272,7.499
TankLearning,0.579,416.557,4.582,4128,nan
TankLearning,0.309,419.437,2.525,2272,7.812
TankLearning,0.570,424.719,4.643,4128,nan
TankLearning,0.309,427.618,2.538,2272,7.881
TankLearning,0.569,432.884,4.614,4128,nan
TankLearning,0.304,435.782,2.555,2272,7.812
TankLearning,0.578,441.106,4.657,4128,nan
TankLearning,0.307,444.007,2.551,2272,7.699
TankLearning,0.572,449.327,4.676,4128,nan
TankLearning,0.309,452.220,2.545,2272,7.747
TankLearning,0.574,457.554,4.693,4128,nan
TankLearning,0.309,460.561,2.654,2272,7.493
TankLearning,0.573,465.872,4.650,4128,nan
TankLearning,0.304,468.786,2.577,2272,7.743
TankLearning,0.569,474.104,4.683,4128,nan
TankLearning,0.306,477.026,2.575,2272,7.494
TankLearning,0.584,482.410,4.720,4128,nan
TankLearning,0.307,485.335,2.572,2272,7.748
TankLearning,0.578,490.760,4.769,4128,nan
TankLearning,0.304,493.728,2.620,2272,7.678
TankLearning,0.578,499.113,4.719,4128,nan
TankLearning,0.302,502.076,2.613,2272,7.682
TankLearning,0.570,507.492,4.778,4128,nan
TankLearning,0.304,510.436,2.596,2272,7.817
TankLearning,0.573,515.836,4.739,4128,nan
TankLearning,0.305,518.791,2.614,2272,7.906
TankLearning,0.576,524.251,4.807,4128,nan
TankLearning,0.302,527.216,2.621,2272,7.749
TankLearning,0.570,532.629,4.766,4128,nan
TankLearning,0.301,535.590,2.622,2272,7.637
TankLearning,0.568,541.017,4.782,4128,nan
TankLearning,0.305,543.974,2.611,2272,7.808
TankLearning,0.566,549.428,4.811,4128,nan
TankLearning,0.307,552.397,2.621,2272,7.686
TankLearning,0.582,557.898,4.848,4128,nan
TankLearning,0.304,560.866,2.628,2272,7.675
TankLearning,0.580,566.348,4.813,4128,nan
TankLearning,0.303,569.350,2.657,2272,7.808
TankLearning,0.581,574.857,4.854,4128,nan
TankLearning,0.306,577.847,2.645,2272,7.733
TankLearning,0.591,583.357,4.842,4128,nan
TankLearning,0.308,586.345,2.639,2272,7.765
TankLearning,0.580,591.868,4.870,4128,nan
TankLearning,0.303,594.856,2.651,2272,7.714
TankLearning,0.580,600.400,4.888,4128,nan
TankLearning,0.305,603.378,2.632,2272,7.626
TankLearning,0.586,608.928,4.891,4128,nan
TankLearning,0.305,611.922,2.653,2272,7.805
TankLearning,0.573,617.454,4.879,4128,nan
TankLearning,0.306,620.462,2.653,2272,7.881
TankLearning,0.572,626.054,4.936,4128,nan
TankLearning,0.306,629.103,2.703,2272,7.756
TankLearning,0.573,634.663,4.904,4128,nan
TankLearning,0.304,637.707,2.700,2272,7.758
TankLearning,0.572,643.326,4.973,4128,nan
TankLearning,0.303,646.358,2.701,2272,7.757
TankLearning,0.577,651.946,4.938,4128,nan
TankLearning,0.305,654.992,2.700,2272,7.878
TankLearning,0.583,660.622,4.965,4128,nan
TankLearning,0.319,663.686,2.706,2272,7.817
TankLearning,0.591,669.350,4.993,4128,nan
TankLearning,0.312,672.434,2.733,2272,7.871
TankLearning,0.612,678.135,5.016,4128,nan
TankLearning,0.316,681.218,2.732,2272,7.748
TankLearning,0.596,686.923,5.029,4128,nan
TankLearning,0.316,690.148,2.859,2272,7.873
TankLearning,0.588,695.721,4.927,4128,nan
TankLearning,0.321,698.951,2.872,2272,8.083
TankLearning,0.593,704.497,4.877,4128,nan
TankLearning,0.314,707.714,2.867,2272,7.949
TankLearning,0.586,713.256,4.875,4128,nan
TankLearning,0.318,716.497,2.883,2272,7.863
TankLearning,0.594,722.069,4.899,4128,nan
TankLearning,0.320,725.316,2.886,2272,8.153
TankLearning,0.602,730.926,4.921,4128,nan
TankLearning,0.314,734.145,2.878,2272,7.934
TankLearning,0.594,739.742,4.913,4128,nan
TankLearning,0.315,743.017,2.918,2272,7.981
TankLearning,0.592,748.607,4.926,4128,nan
TankLearning,0.316,751.888,2.922,2272,7.822
TankLearning,0.595,757.467,4.911,4128,nan
TankLearning,0.315,760.735,2.912,2272,7.871
TankLearning,0.604,766.373,4.959,4128,nan
TankLearning,0.309,769.643,2.919,2272,7.877
TankLearning,0.591,775.291,4.980,4128,nan
TankLearning,0.320,778.594,2.944,2272,7.818
TankLearning,0.579,784.245,4.995,4128,nan
TankLearning,0.311,787.551,2.954,2272,7.906
TankLearning,0.581,793.150,4.941,4128,nan
TankLearning,0.311,796.455,2.959,2272,7.863
TankLearning,0.585,802.120,4.996,4128,nan
TankLearning,0.309,805.451,2.987,2272,7.751
TankLearning,0.578,811.142,5.039,4128,nan
TankLearning,0.313,814.453,2.959,2272,7.813
TankLearning,0.583,820.124,5.003,4128,nan
TankLearning,0.310,823.417,2.953,2272,7.899
TankLearning,0.579,829.124,5.053,4128,nan
TankLearning,0.314,832.432,2.960,2272,7.814
TankLearning,0.579,838.124,5.030,4128,nan
TankLearning,0.320,841.472,2.986,2272,7.806
TankLearning,0.577,847.159,5.028,4128,nan
TankLearning,0.318,850.517,2.998,2272,7.751
TankLearning,0.595,856.269,5.077,4128,nan
TankLearning,0.313,859.651,3.036,2272,7.540
TankLearning,0.591,865.416,5.100,4128,nan
TankLearning,0.317,868.774,2.998,2272,7.732
TankLearning,0.598,874.648,5.198,4128,nan
TankLearning,0.308,877.992,2.985,2272,7.885
TankLearning,0.584,883.995,5.346,4128,nan
TankLearning,0.304,887.208,2.861,2272,7.887
TankLearning,0.590,893.521,5.647,4128,nan
TankLearning,0.308,896.725,2.853,2272,7.688
TankLearning,0.575,902.635,5.256,4128,nan
TankLearning,0.310,905.862,2.874,2272,7.683
TankLearning,0.590,911.845,5.309,4128,nan
TankLearning,0.310,915.049,2.866,2272,7.707
TankLearning,0.578,920.992,5.295,4128,nan
TankLearning,0.306,924.196,2.857,2272,7.817
TankLearning,0.572,930.645,5.795,4128,nan
TankLearning,0.307,933.878,2.877,2272,7.813
TankLearning,0.589,939.861,5.318,4128,nan
TankLearning,0.305,943.070,2.871,2272,7.882
TankLearning,0.585,949.048,5.319,4128,nan
TankLearning,0.308,952.269,2.868,2272,7.812
TankLearning,0.582,958.238,5.304,4128,nan
TankLearning,0.306,961.472,2.891,2272,7.757
TankLearning,0.587,967.457,5.330,4128,nan
TankLearning,0.306,970.706,2.905,2272,7.835
TankLearning,0.586,976.731,5.364,4128,nan
TankLearning,0.309,979.997,2.917,2272,7.695
TankLearning,0.577,986.024,5.366,4128,nan
TankLearning,0.308,989.267,2.895,2272,7.747
TankLearning,0.584,995.329,5.399,4128,nan
TankLearning,0.312,998.618,2.931,2272,7.870
TankLearning,0.581,1004.698,5.419,4128,nan
TankLearning,0.309,1007.943,2.907,2272,7.880
TankLearning,0.602,1014.025,5.415,4128,nan
TankLearning,0.322,1017.322,2.935,2272,7.691
TankLearning,0.579,1023.414,5.437,4128,nan
TankLearning,0.310,1026.686,2.917,2272,7.634
TankLearning,0.596,1033.147,5.788,4128,nan
TankLearning,0.310,1036.434,2.937,2272,7.811
TankLearning,0.585,1042.517,5.421,4128,nan
TankLearning,0.310,1045.786,2.918,2272,7.879
TankLearning,0.580,1051.889,5.443,4128,nan
TankLearning,0.307,1055.177,2.940,2272,7.870
TankLearning,0.574,1061.290,5.469,4128,nan
TankLearning,0.311,1064.594,2.947,2272,7.750
TankLearning,0.574,1070.709,5.464,4128,nan
TankLearning,0.307,1073.988,2.929,2272,7.825
TankLearning,0.588,1080.150,5.501,4128,nan
TankLearning,0.308,1083.461,2.957,2272,7.692
TankLearning,0.584,1089.647,5.525,4128,nan
TankLearning,0.309,1092.995,3.008,2272,7.881
TankLearning,0.578,1099.247,5.604,4128,nan
TankLearning,0.308,1102.566,2.978,2272,7.753
TankLearning,0.580,1109.421,6.195,4128,nan
TankLearning,0.307,1112.711,2.945,2272,7.827
TankLearning,0.575,1118.922,5.565,4128,nan
TankLearning,0.309,1122.279,3.009,2272,7.816
TankLearning,0.584,1128.483,5.541,4128,nan
TankLearning,0.309,1131.854,3.018,2272,7.747
TankLearning,0.568,1138.044,5.551,4128,nan
TankLearning,0.311,1141.393,3.000,2272,7.819
TankLearning,0.578,1147.630,5.571,4128,nan
TankLearning,0.309,1150.998,3.010,2272,7.765
TankLearning,0.578,1157.231,5.581,4128,nan
TankLearning,0.313,1160.601,3.010,2272,7.749
TankLearning,0.578,1166.872,5.625,4128,nan
TankLearning,0.311,1170.239,3.022,2272,7.820
TankLearning,0.578,1176.487,5.601,4128,nan
TankLearning,0.308,1179.831,2.989,2272,7.732
TankLearning,0.578,1186.153,5.669,4128,nan
TankLearning,0.315,1189.533,3.020,2272,7.820
TankLearning,0.584,1195.839,5.653,4128,nan
TankLearning,0.309,1199.208,3.030,2272,7.503
TankLearning,0.582,1205.567,5.699,4128,nan
TankLearning,0.314,1208.966,3.044,2272,7.537
TankLearning,0.584,1216.247,6.626,4128,nan
TankLearning,0.307,1219.619,3.038,2272,7.681
TankLearning,0.573,1225.943,5.683,4128,nan
TankLearning,0.309,1229.353,3.054,2272,7.814
TankLearning,0.596,1235.726,5.696,4128,nan
TankLearning,0.311,1239.110,3.019,2272,7.604
TankLearning,0.612,1245.544,5.735,4128,nan
TankLearning,0.308,1248.979,3.084,2272,7.865
TankLearning,0.576,1255.301,5.672,4128,nan
TankLearning,0.317,1258.689,3.029,2272,7.756
TankLearning,0.575,1265.032,5.686,4128,nan
TankLearning,0.312,1268.430,3.046,2272,7.522
TankLearning,0.580,1274.805,5.724,4128,nan
TankLearning,0.309,1278.251,3.094,2272,7.807
TankLearning,0.590,1284.614,5.700,4128,nan
TankLearning,0.311,1288.030,3.060,2272,7.873
TankLearning,0.582,1294.444,5.757,4128,nan
TankLearning,0.309,1297.832,3.055,2272,7.700
TankLearning,0.595,1304.249,5.755,4128,nan
TankLearning,0.317,1307.652,3.039,2272,7.876
TankLearning,0.581,1314.048,5.732,4128,nan
TankLearning,0.317,1317.494,3.084,2272,7.795
TankLearning,0.573,1323.910,5.761,4128,nan
TankLearning,0.308,1327.357,3.095,2272,7.598
TankLearning,0.590,1333.830,5.803,4128,nan
TankLearning,0.309,1337.260,3.077,2272,7.614
TankLearning,0.591,1344.490,6.567,4128,nan
TankLearning,0.310,1347.923,3.066,2272,7.748
TankLearning,0.599,1354.347,5.752,4128,nan
TankLearning,0.313,1357.789,3.084,2272,7.559
TankLearning,0.587,1364.275,5.816,4128,nan
TankLearning,0.306,1367.727,3.113,2272,7.718
TankLearning,0.580,1374.174,5.787,4128,nan
TankLearning,0.307,1377.610,3.086,2272,7.754
TankLearning,0.580,1384.086,5.814,4128,nan
TankLearning,0.309,1387.540,3.100,2272,7.812
TankLearning,0.577,1394.024,5.836,4128,nan
TankLearning,0.311,1397.478,3.120,2272,7.631
TankLearning,0.599,1403.963,5.817,4128,nan
TankLearning,0.306,1407.404,3.090,2272,7.754
TankLearning,0.588,1413.882,5.810,4128,nan
TankLearning,0.307,1417.332,3.105,2272,7.689
TankLearning,0.579,1423.830,5.848,4128,nan
TankLearning,0.308,1427.280,3.099,2272,7.470
TankLearning,0.581,1433.800,5.870,4128,nan
TankLearning,0.306,1437.267,3.122,2272,7.684
TankLearning,0.587,1444.581,6.648,4128,nan
TankLearning,0.309,1448.046,3.122,2272,7.755
TankLearning,0.586,1454.621,5.926,4128,nan
TankLearning,0.304,1458.096,3.133,2272,7.694
TankLearning,0.587,1464.627,5.867,4128,nan
TankLearning,0.308,1468.107,3.133,2272,7.814
TankLearning,0.587,1474.753,5.983,4128,nan
TankLearning,0.311,1478.458,3.348,2272,8.696
TankLearning,0.591,1484.852,5.723,4128,nan
TankLearning,0.308,1488.608,3.403,2272,8.849
TankLearning,0.594,1494.976,5.715,4128,nan
TankLearning,0.305,1498.708,3.399,2272,8.620
TankLearning,0.577,1505.025,5.661,4128,nan
TankLearning,0.311,1508.868,3.487,2272,8.590
TankLearning,0.578,1515.260,5.736,4128,nan
TankLearning,0.309,1519.017,3.410,2272,8.454
TankLearning,0.582,1525.393,5.711,4128,nan
TankLearning,0.308,1529.155,3.412,2272,9.420
TankLearning,0.592,1535.543,5.719,4128,nan
TankLearning,0.312,1539.363,3.469,2272,8.901
TankLearning,0.577,1546.499,6.486,4128,nan
TankLearning,0.313,1550.322,3.466,2272,7.837
TankLearning,0.578,1556.672,5.699,4128,nan
TankLearning,0.324,1560.519,3.484,2272,7.721
TankLearning,0.588,1566.907,5.728,4128,nan
TankLearning,0.308,1570.716,3.461,2272,8.109
TankLearning,0.584,1577.073,5.703,4128,nan
TankLearning,0.315,1580.918,3.491,2272,7.504
TankLearning,0.581,1587.284,5.708,4128,nan
TankLearning,0.308,1591.127,3.505,2272,7.694
TankLearning,0.595,1597.489,5.705,4128,nan
TankLearning,0.305,1601.326,3.501,2272,7.813
TankLearning,0.588,1607.757,5.767,4128,nan
TankLearning,0.316,1611.637,3.527,2272,7.037
TankLearning,0.593,1618.045,5.740,4128,nan
TankLearning,0.306,1621.925,3.536,2272,7.468
TankLearning,0.588,1628.310,5.725,4128,nan
TankLearning,0.307,1632.159,3.504,2272,7.738
TankLearning,0.571,1639.147,6.340,4128,nan
TankLearning,0.312,1643.020,3.511,2272,7.670
TankLearning,0.592,1649.463,5.784,4128,nan
TankLearning,0.313,1653.362,3.542,2272,7.814
TankLearning,0.579,1659.789,5.770,4128,nan
TankLearning,0.306,1663.666,3.533,2272,7.643
TankLearning,0.582,1670.094,5.780,4128,nan
TankLearning,0.306,1673.974,3.532,2272,7.587
TankLearning,0.601,1680.440,5.790,4128,nan
TankLearning,0.315,1684.331,3.525,2272,7.555
TankLearning,0.580,1690.789,5.809,4128,nan
TankLearning,0.315,1694.674,3.531,2272,7.797
TankLearning,0.588,1701.431,6.112,4128,nan
TankLearning,0.309,1705.052,3.287,2272,7.686
TankLearning,0.593,1711.859,6.148,4128,nan
TankLearning,0.308,1715.498,3.283,2272,7.861
TankLearning,0.584,1722.324,6.168,4128,nan
TankLearning,0.311,1725.989,3.310,2272,7.748
TankLearning,0.578,1732.798,6.160,4128,nan
TankLearning,0.311,1736.460,3.311,2272,7.741
TankLearning,0.587,1743.631,6.511,4128,nan
TankLearning,0.312,1747.287,3.303,2272,7.803
TankLearning,0.586,1754.069,6.125,4128,nan
TankLearning,0.313,1757.714,3.291,2272,7.879
TankLearning,0.585,1764.542,6.159,4128,nan
TankLearning,0.313,1768.188,3.291,2272,7.865
TankLearning,0.591,1775.076,6.222,4128,nan
TankLearning,0.310,1778.744,3.315,2272,7.668
TankLearning,0.584,1785.675,6.270,4128,nan
TankLearning,0.310,1789.336,3.311,2272,7.741
TankLearning,0.580,1796.731,6.742,4128,nan
TankLearning,0.317,1800.386,3.301,2272,7.862
TankLearning,0.585,1807.223,6.197,4128,nan
TankLearning,0.313,1810.864,3.305,2272,7.875
TankLearning,0.595,1817.721,6.181,4128,nan
TankLearning,0.310,1821.373,3.307,2272,7.876
TankLearning,0.586,1828.269,6.234,4128,nan
TankLearning,0.312,1831.942,3.328,2272,7.868
TankLearning,0.584,1838.894,6.295,4128,nan
TankLearning,0.308,1842.580,3.339,2272,7.747
TankLearning,0.573,1849.719,6.497,4128,nan
TankLearning,0.307,1853.384,3.317,2272,7.747
TankLearning,0.576,1860.391,6.354,4128,nan
TankLearning,0.311,1864.073,3.325,2272,7.807
TankLearning,0.589,1871.178,6.431,4128,nan
TankLearning,0.311,1874.867,3.339,2272,7.873
TankLearning,0.578,1881.895,6.385,4128,nan
TankLearning,0.307,1885.590,3.343,2272,7.753
TankLearning,0.578,1894.150,7.899,4128,nan
TankLearning,0.308,1897.831,3.331,2272,7.738
TankLearning,0.577,1904.770,6.299,4128,nan
TankLearning,0.306,1908.471,3.341,2272,7.805
TankLearning,0.577,1915.431,6.318,4128,nan
TankLearning,0.309,1919.141,3.366,2272,7.727
TankLearning,0.582,1926.158,6.366,4128,nan
TankLearning,0.311,1929.872,3.361,2272,7.812
TankLearning,0.576,1936.887,6.369,4128,nan
TankLearning,0.309,1940.585,3.346,2272,7.808
TankLearning,0.579,1947.562,6.320,4128,nan
TankLearning,0.310,1951.287,3.373,2272,7.869
TankLearning,0.578,1958.342,6.395,4128,nan
TankLearning,0.314,1962.087,3.393,2272,7.804
TankLearning,0.591,1969.163,6.400,4128,nan
TankLearning,0.307,1972.876,3.356,2272,7.752
TankLearning,0.575,1979.884,6.354,4128,nan
TankLearning,0.310,1983.632,3.402,2272,7.817
TankLearning,0.587,1990.679,6.387,4128,nan
TankLearning,0.309,1994.378,3.352,2272,7.816
TankLearning,0.580,2001.443,6.408,4128,nan
TankLearning,0.313,2005.162,3.371,2272,7.813
TankLearning,0.590,2012.212,6.381,4128,nan
TankLearning,0.308,2015.955,3.390,2272,7.880
TankLearning,0.576,2023.145,6.535,4128,nan
TankLearning,0.315,2026.912,3.404,2272,7.873
TankLearning,0.593,2034.004,6.434,4128,nan
TankLearning,0.309,2037.765,3.406,2272,7.881
TankLearning,0.597,2044.894,6.466,4128,nan
TankLearning,0.311,2048.642,3.390,2272,7.755
TankLearning,0.589,2055.771,6.464,4128,nan
TankLearning,0.313,2059.550,3.426,2272,7.694
TankLearning,0.587,2066.700,6.495,4128,nan
TankLearning,0.307,2070.507,3.456,2272,7.752
TankLearning,0.573,2078.045,6.896,4128,nan
TankLearning,0.311,2081.800,3.396,2272,7.822
TankLearning,0.577,2089.044,6.586,4128,nan
TankLearning,0.309,2092.772,3.377,2272,7.873
TankLearning,0.573,2099.918,6.503,4128,nan
TankLearning,0.314,2103.730,3.458,2272,7.872
TankLearning,0.576,2110.980,6.602,4128,nan
TankLearning,0.310,2114.788,3.459,2272,7.812
TankLearning,0.587,2123.126,7.690,4128,nan
TankLearning,0.313,2126.920,3.432,2272,7.674
TankLearning,0.595,2134.146,6.546,4128,nan
TankLearning,0.308,2137.950,3.456,2272,7.816
TankLearning,0.582,2145.142,6.540,4128,nan
TankLearning,0.307,2149.083,3.592,2272,7.877
TankLearning,0.574,2156.300,6.572,4128,nan
TankLearning,0.311,2160.067,3.419,2272,7.813
TankLearning,0.582,2167.270,6.548,4128,nan
TankLearning,0.310,2171.084,3.461,2272,7.742
TankLearning,0.578,2178.267,6.522,4128,nan
TankLearning,0.310,2182.077,3.457,2272,7.687
TankLearning,0.587,2189.263,6.514,4128,nan
TankLearning,0.307,2193.097,3.489,2272,7.812
TankLearning,0.580,2200.332,6.593,4128,nan
TankLearning,0.312,2204.160,3.476,2272,7.876
TankLearning,0.582,2211.417,6.604,4128,nan
TankLearning,0.315,2215.216,3.438,2272,7.874
TankLearning,0.582,2222.636,6.767,4128,nan
TankLearning,0.314,2226.477,3.486,2272,7.742
TankLearning,0.579,2233.808,6.665,4128,nan
TankLearning,0.309,2237.678,3.517,2272,7.873
TankLearning,0.581,2245.079,6.751,4128,nan
TankLearning,0.316,2248.963,3.529,2272,7.812
TankLearning,0.583,2257.832,8.207,4128,nan
TankLearning,0.310,2261.700,3.519,2272,7.748
TankLearning,0.578,2268.962,6.613,4128,nan
TankLearning,0.313,2272.816,3.501,2272,7.878
TankLearning,0.578,2280.088,6.603,4128,nan
TankLearning,0.306,2283.935,3.506,2272,7.881
TankLearning,0.580,2291.259,6.668,4128,nan
TankLearning,0.307,2295.093,3.474,2272,7.742
TankLearning,0.581,2302.446,6.701,4128,nan
TankLearning,0.309,2306.330,3.544,2272,7.874
TankLearning,0.587,2313.688,6.696,4128,nan
TankLearning,0.311,2317.557,3.515,2272,7.806
TankLearning,0.575,2324.927,6.723,4128,nan
TankLearning,0.305,2328.811,3.537,2272,7.813
TankLearning,0.579,2336.193,6.717,4128,nan
TankLearning,0.308,2340.083,3.548,2272,7.886
TankLearning,0.580,2347.432,6.702,4128,nan
